"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Nov 04 15:03:35 GMT 2024","Mon Nov 04 15:03:37 GMT 2024","2982","Chromium","e2e/checkout.spec.ts","Checkout > Empty fields - error validation","","","Empty Postal Code field",""
"passed","Mon Nov 04 15:03:18 GMT 2024","Mon Nov 04 15:03:21 GMT 2024","2958","Chromium","e2e/cart.spec.ts","Cart > Function with product","","","Remove product from basket",""
"passed","Mon Nov 04 15:04:46 GMT 2024","Mon Nov 04 15:04:47 GMT 2024","497","Chromium","e2e/login.spec.ts","Login > Login to specific user","","","Standard user","This test attempts to log into the website using a login and a password. Fails if any error happens.

Note that this test does not test 2-Factor Authentication."
"passed","Mon Nov 04 15:04:26 GMT 2024","Mon Nov 04 15:04:30 GMT 2024","3277","Chromium","e2e/inventory.spec.ts","Inventory > Add products - different methods","","","Adding by Title - all",""
"passed","Mon Nov 04 15:03:25 GMT 2024","Mon Nov 04 15:03:28 GMT 2024","2994","Chromium","e2e/checkout.spec.ts","Checkout","","","Validation Checkout page",""
"passed","Mon Nov 04 15:04:20 GMT 2024","Mon Nov 04 15:04:23 GMT 2024","2997","Chromium","e2e/inventory.spec.ts","Inventory > Products sorting","","","Sort by Price (low to high)",""
"passed","Mon Nov 04 15:04:54 GMT 2024","Mon Nov 04 15:04:55 GMT 2024","499","Chromium","e2e/login.spec.ts","Login > Login to specific user","","","Visual user","This test attempts to log into the website using a login and a password. Fails if any error happens.

Note that this test does not test 2-Factor Authentication."
"passed","Mon Nov 04 15:04:55 GMT 2024","Mon Nov 04 15:04:56 GMT 2024","391","Chromium","e2e/login.spec.ts","Login > Login with error status","","","Missing username","This test attempts to log into the website using a login and a password. Fails if any error happens.

Note that this test does not test 2-Factor Authentication."
"passed","Mon Nov 04 15:04:23 GMT 2024","Mon Nov 04 15:04:26 GMT 2024","2973","Chromium","e2e/inventory.spec.ts","Inventory > Products sorting","","","Sort by Price (high to low)",""
"passed","Mon Nov 04 15:04:11 GMT 2024","Mon Nov 04 15:04:14 GMT 2024","2982","Chromium","e2e/inventory.spec.ts","Inventory","","","Validation Inventory page",""
"passed","Mon Nov 04 15:03:41 GMT 2024","Mon Nov 04 15:03:44 GMT 2024","3352","Chromium","e2e/checkout.spec.ts","Checkout > Checkout process","","","Checkout process with Cancel",""
"passed","Mon Nov 04 15:04:33 GMT 2024","Mon Nov 04 15:04:36 GMT 2024","3411","Chromium","e2e/inventory.spec.ts","Inventory > Add products - different methods","","","Adding by button ""Add to cart"" - all",""
"passed","Mon Nov 04 15:03:15 GMT 2024","Mon Nov 04 15:03:18 GMT 2024","3004","Chromium","e2e/cart.spec.ts","Cart > Function with product","","","Add product to basket",""
"passed","Mon Nov 04 15:04:56 GMT 2024","Mon Nov 04 15:04:57 GMT 2024","432","Chromium","e2e/login.spec.ts","Login > Login with error status","","","Incorrect credentials","This test attempts to log into the website using a login and a password. Fails if any error happens.

Note that this test does not test 2-Factor Authentication."
"passed","Mon Nov 04 15:03:44 GMT 2024","Mon Nov 04 15:03:48 GMT 2024","3550","Chromium","e2e/checkout.spec.ts","Checkout > Checkout process","","","Checkout process with Success",""
"passed","Mon Nov 04 15:04:47 GMT 2024","Mon Nov 04 15:04:48 GMT 2024","491","Chromium","e2e/login.spec.ts","Login > Login to specific user","","","Problem user","This test attempts to log into the website using a login and a password. Fails if any error happens.

Note that this test does not test 2-Factor Authentication."
"passed","Mon Nov 04 15:04:36 GMT 2024","Mon Nov 04 15:04:39 GMT 2024","3077","Chromium","e2e/inventory.spec.ts","Inventory","","","Single product view",""
"passed","Mon Nov 04 15:04:54 GMT 2024","Mon Nov 04 15:04:54 GMT 2024","544","Chromium","e2e/login.spec.ts","Login > Login to specific user","","","Error user","This test attempts to log into the website using a login and a password. Fails if any error happens.

Note that this test does not test 2-Factor Authentication."
"passed","Mon Nov 04 15:04:48 GMT 2024","Mon Nov 04 15:04:54 GMT 2024","5951","Chromium","e2e/login.spec.ts","Login > Login to specific user","","","Performance user","This test attempts to log into the website using a login and a password. Fails if any error happens.

Note that this test does not test 2-Factor Authentication."
"passed","Mon Nov 04 15:03:38 GMT 2024","Mon Nov 04 15:03:41 GMT 2024","3204","Chromium","e2e/checkout.spec.ts","Checkout > Checkout process","","","Continue process from Checkout",""
"passed","Mon Nov 04 15:03:32 GMT 2024","Mon Nov 04 15:03:34 GMT 2024","2981","Chromium","e2e/checkout.spec.ts","Checkout > Empty fields - error validation","","","Empty Last Name field",""
"passed","Mon Nov 04 15:04:47 GMT 2024","Mon Nov 04 15:04:47 GMT 2024","448","Chromium","e2e/login.spec.ts","Login > Login to specific user","","","Locked user","This test attempts to log into the website using a login and a password. Fails if any error happens.

Note that this test does not test 2-Factor Authentication."
"passed","Mon Nov 04 15:04:17 GMT 2024","Mon Nov 04 15:04:20 GMT 2024","2951","Chromium","e2e/inventory.spec.ts","Inventory > Products sorting","","","Sort by Name (Z to A)",""
"passed","Mon Nov 04 15:03:48 GMT 2024","Mon Nov 04 15:03:51 GMT 2024","3306","Chromium","e2e/checkout.spec.ts","Checkout > Checkout process","","","Checkout process with payment verification",""
"passed","Mon Nov 04 15:04:57 GMT 2024","Mon Nov 04 15:04:57 GMT 2024","464","Chromium","e2e/login.spec.ts","Login > Login with error status","","","Incorrect password","This test attempts to log into the website using a login and a password. Fails if any error happens.

Note that this test does not test 2-Factor Authentication."
"passed","Mon Nov 04 15:03:58 GMT 2024","Mon Nov 04 15:04:03 GMT 2024","4698","Chromium","e2e/footer.spec.ts","Footer > Open the footer links","","","Open ""Twitter"" page",""
"passed","Mon Nov 04 15:04:56 GMT 2024","Mon Nov 04 15:04:56 GMT 2024","423","Chromium","e2e/login.spec.ts","Login > Login with error status","","","Missing password","This test attempts to log into the website using a login and a password. Fails if any error happens.

Note that this test does not test 2-Factor Authentication."
"passed","Mon Nov 04 15:03:51 GMT 2024","Mon Nov 04 15:03:55 GMT 2024","3763","Chromium","e2e/checkout.spec.ts","Checkout with errors","","","Visual effect for page",""
"passed","Mon Nov 04 15:04:57 GMT 2024","Mon Nov 04 15:04:57 GMT 2024","427","Chromium","e2e/login.spec.ts","Login > Login with error status","","","Incorrect username","This test attempts to log into the website using a login and a password. Fails if any error happens.

Note that this test does not test 2-Factor Authentication."
"passed","Mon Nov 04 15:04:30 GMT 2024","Mon Nov 04 15:04:33 GMT 2024","2992","Chromium","e2e/inventory.spec.ts","Inventory > Add products - different methods","","","Adding by Title - one",""
"passed","Mon Nov 04 15:03:28 GMT 2024","Mon Nov 04 15:03:32 GMT 2024","3016","Chromium","e2e/checkout.spec.ts","Checkout > Empty fields - error validation","","","Empty Fist Name field",""
"passed","Mon Nov 04 15:03:21 GMT 2024","Mon Nov 04 15:03:24 GMT 2024","3490","Chromium","e2e/cart.spec.ts","Cart with errors","","","Visual effect for page",""
"passed","Mon Nov 04 15:04:42 GMT 2024","Mon Nov 04 15:04:46 GMT 2024","4032","Chromium","e2e/inventory.spec.ts","Inventory with errors","","","Visual effect for page",""
"passed","Mon Nov 04 15:03:55 GMT 2024","Mon Nov 04 15:03:58 GMT 2024","3015","Chromium","e2e/footer.spec.ts","Footer","","","Check footer visibility",""
"passed","Mon Nov 04 15:04:07 GMT 2024","Mon Nov 04 15:04:11 GMT 2024","4491","Chromium","e2e/footer.spec.ts","Footer > Open the footer links","","","Open ""LinkedIn"" page",""
"passed","Mon Nov 04 15:04:39 GMT 2024","Mon Nov 04 15:04:42 GMT 2024","3042","Chromium","e2e/inventory.spec.ts","Inventory with errors","","","Wrong image link for product",""
"passed","Mon Nov 04 15:04:14 GMT 2024","Mon Nov 04 15:04:17 GMT 2024","2997","Chromium","e2e/inventory.spec.ts","Inventory > Products sorting","","","Sort by Name (A to Z)",""
