"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri May 09 13:11:23 GMT 2025","Fri May 09 13:11:23 GMT 2025","701","Chromium","performance/load.spec.ts","Load tests","","","Simple login to page - Run 3",""
"passed","Fri May 09 13:11:21 GMT 2025","Fri May 09 13:11:22 GMT 2025","641","Chromium","performance/load.spec.ts","Load tests","","","Simple login to page - Run 1",""
"passed","Fri May 09 13:11:23 GMT 2025","Fri May 09 13:11:24 GMT 2025","785","Chromium","performance/load.spec.ts","Load tests","","","Simple login to page - Run 4",""
"passed","Fri May 09 13:11:27 GMT 2025","Fri May 09 13:11:31 GMT 2025","3120","Chromium","ui/ui.spec.ts","Pages with errors","","","Visual effect for single product view",""
"passed","Fri May 09 13:11:07 GMT 2025","Fri May 09 13:11:10 GMT 2025","3036","Chromium","e2e/inventory.spec.ts","Inventory > Add products - different methods","","","Adding by Title - all",""
"passed","Fri May 09 13:11:20 GMT 2025","Fri May 09 13:11:21 GMT 2025","477","Chromium","e2e/login.spec.ts","Login > Login with error status","","","Incorrect username","This test attempts to log into the website using a login and a password. Fails if any error happens.

Note that this test does not test 2-Factor Authentication."
"passed","Fri May 09 13:11:23 GMT 2025","Fri May 09 13:11:24 GMT 2025","754","Chromium","performance/load.spec.ts","Load tests","","","Simple login to page - Run 5",""
"passed","Fri May 09 13:11:16 GMT 2025","Fri May 09 13:11:17 GMT 2025","562","Chromium","e2e/login.spec.ts","Login > Login to specific user","","","Standard user","This test attempts to log into the website using a login and a password. Fails if any error happens.

Note that this test does not test 2-Factor Authentication."
"passed","Fri May 09 13:11:24 GMT 2025","Fri May 09 13:11:27 GMT 2025","3202","Chromium","ui/ui.spec.ts","Pages with errors","","","Visual effect for checkout",""
"passed","Fri May 09 13:11:27 GMT 2025","Fri May 09 13:11:30 GMT 2025","3107","Chromium","ui/ui.spec.ts","Pages with errors","","","Visual effect for inventory",""
"passed","Fri May 09 13:10:46 GMT 2025","Fri May 09 13:10:49 GMT 2025","3161","Chromium","e2e/checkout.spec.ts","Checkout > Checkout process","","","Checkout process with Cancel",""
"passed","Fri May 09 13:10:47 GMT 2025","Fri May 09 13:10:50 GMT 2025","3391","Chromium","e2e/checkout.spec.ts","Checkout > Checkout process","","","Checkout process with Success",""
"passed","Fri May 09 13:11:11 GMT 2025","Fri May 09 13:11:14 GMT 2025","2932","Chromium","e2e/inventory.spec.ts","Inventory","","","Single product view",""
