"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jan 27 15:45:26 GMT 2025","Mon Jan 27 15:45:32 GMT 2025","6222","Chromium","e2e/login.spec.ts","Login > Login to specific user","","","Performance user","This test attempts to log into the website using a login and a password. Fails if any error happens.

Note that this test does not test 2-Factor Authentication."
"passed","Mon Jan 27 15:45:14 GMT 2025","Mon Jan 27 15:45:17 GMT 2025","2900","Chromium","e2e/inventory.spec.ts","Inventory > Products sorting","","","Sort by Price (high to low)",""
"passed","Mon Jan 27 15:44:35 GMT 2025","Mon Jan 27 15:44:39 GMT 2025","4107","Chromium","accessibility/accessibility.spec.ts","Accessability tests > Accessability tests - without fixture","","","Full scan results for page",""
"passed","Mon Jan 27 15:44:55 GMT 2025","Mon Jan 27 15:44:58 GMT 2025","3235","Chromium","e2e/checkout.spec.ts","Checkout > Checkout process","","","Checkout process with Cancel",""
"passed","Mon Jan 27 15:45:22 GMT 2025","Mon Jan 27 15:45:25 GMT 2025","3128","Chromium","e2e/inventory.spec.ts","Inventory with errors","","","Adding by button ""Add to cart"" - all",""
"passed","Mon Jan 27 15:45:26 GMT 2025","Mon Jan 27 15:45:26 GMT 2025","557","Chromium","e2e/login.spec.ts","Login > Login to specific user","","","Locked user","This test attempts to log into the website using a login and a password. Fails if any error happens.

Note that this test does not test 2-Factor Authentication."
"passed","Mon Jan 27 15:45:32 GMT 2025","Mon Jan 27 15:45:33 GMT 2025","922","Chromium","performance/load.spec.ts","Load tests","","","Simple login to page - Run 5",""
"passed","Mon Jan 27 15:44:59 GMT 2025","Mon Jan 27 15:45:02 GMT 2025","2864","Chromium","e2e/footer.spec.ts","Footer","","","Check footer visibility",""
"passed","Mon Jan 27 15:45:38 GMT 2025","Mon Jan 27 15:45:42 GMT 2025","4641","Chromium","ui/ui.spec.ts","Pages with errors","","","Visual effect for single product view",""
"passed","Mon Jan 27 15:44:35 GMT 2025","Mon Jan 27 15:44:39 GMT 2025","3827","Chromium","accessibility/accessibility.spec.ts","Accessability tests > Accessability tests - fixture","","","Full scan results for page",""
"passed","Mon Jan 27 15:45:29 GMT 2025","Mon Jan 27 15:45:29 GMT 2025","480","Chromium","e2e/login.spec.ts","Login > Login with error status","","","Incorrect username","This test attempts to log into the website using a login and a password. Fails if any error happens.

Note that this test does not test 2-Factor Authentication."
"passed","Mon Jan 27 15:45:28 GMT 2025","Mon Jan 27 15:45:28 GMT 2025","363","Chromium","e2e/login.spec.ts","Login > Login with error status","","","Missing username","This test attempts to log into the website using a login and a password. Fails if any error happens.

Note that this test does not test 2-Factor Authentication."
"passed","Mon Jan 27 15:45:20 GMT 2025","Mon Jan 27 15:45:23 GMT 2025","2903","Chromium","e2e/inventory.spec.ts","Inventory","","","Single product view",""
"passed","Mon Jan 27 15:44:45 GMT 2025","Mon Jan 27 15:44:48 GMT 2025","2974","Chromium","e2e/cart.spec.ts","Cart > Function with product","","","Remove product from basket",""
"passed","Mon Jan 27 15:45:02 GMT 2025","Mon Jan 27 15:45:07 GMT 2025","4951","Chromium","e2e/footer.spec.ts","Footer > Open the footer links","","","Open ""Facebook"" page",""
"passed","Mon Jan 27 15:45:37 GMT 2025","Mon Jan 27 15:45:42 GMT 2025","4463","Chromium","ui/ui.spec.ts","Pages with errors","","","Visual effect for inventory",""
"passed","Mon Jan 27 15:45:29 GMT 2025","Mon Jan 27 15:45:29 GMT 2025","433","Chromium","e2e/login.spec.ts","Login > Login with error status","","","Incorrect credentials","This test attempts to log into the website using a login and a password. Fails if any error happens.

Note that this test does not test 2-Factor Authentication."
"passed","Mon Jan 27 15:45:30 GMT 2025","Mon Jan 27 15:45:31 GMT 2025","766","Chromium","performance/load.spec.ts","Load tests","","","Simple login to page - Run 1",""
"passed","Mon Jan 27 15:45:28 GMT 2025","Mon Jan 27 15:45:29 GMT 2025","401","Chromium","e2e/login.spec.ts","Login > Login with error status","","","Missing password","This test attempts to log into the website using a login and a password. Fails if any error happens.

Note that this test does not test 2-Factor Authentication."
"passed","Mon Jan 27 15:45:32 GMT 2025","Mon Jan 27 15:45:32 GMT 2025","852","Chromium","performance/load.spec.ts","Load tests","","","Simple login to page - Run 3",""
"passed","Mon Jan 27 15:45:23 GMT 2025","Mon Jan 27 15:45:26 GMT 2025","3019","Chromium","e2e/inventory.spec.ts","Inventory with errors","","","Wrong image link for product",""
"passed","Mon Jan 27 15:45:16 GMT 2025","Mon Jan 27 15:45:19 GMT 2025","3072","Chromium","e2e/inventory.spec.ts","Inventory > Add products - different methods","","","Adding by Title - all",""
"passed","Mon Jan 27 15:45:17 GMT 2025","Mon Jan 27 15:45:20 GMT 2025","2996","Chromium","e2e/inventory.spec.ts","Inventory > Add products - different methods","","","Adding by Title - one",""
"passed","Mon Jan 27 15:44:49 GMT 2025","Mon Jan 27 15:44:52 GMT 2025","2983","Chromium","e2e/checkout.spec.ts","Checkout > Empty fields - error validation","","","Empty Fist Name field",""
"passed","Mon Jan 27 15:44:39 GMT 2025","Mon Jan 27 15:44:43 GMT 2025","3747","Chromium","accessibility/accessibility.spec.ts","Accessability tests > Accessability tests - fixture","","","Violations results for page",""
"passed","Mon Jan 27 15:45:26 GMT 2025","Mon Jan 27 15:45:27 GMT 2025","552","Chromium","e2e/login.spec.ts","Login > Login to specific user","","","Error user","This test attempts to log into the website using a login and a password. Fails if any error happens.

Note that this test does not test 2-Factor Authentication."
"passed","Mon Jan 27 15:45:32 GMT 2025","Mon Jan 27 15:45:33 GMT 2025","892","Chromium","performance/load.spec.ts","Load tests","","","Simple login to page - Run 4",""
"passed","Mon Jan 27 15:44:50 GMT 2025","Mon Jan 27 15:44:53 GMT 2025","2911","Chromium","e2e/checkout.spec.ts","Checkout > Empty fields - error validation","","","Empty Last Name field",""
"passed","Mon Jan 27 15:44:43 GMT 2025","Mon Jan 27 15:44:46 GMT 2025","2957","Chromium","e2e/cart.spec.ts","Cart > Function with product","","","Add product to basket",""
"passed","Mon Jan 27 15:45:33 GMT 2025","Mon Jan 27 15:45:38 GMT 2025","4441","Chromium","ui/ui.spec.ts","Pages with errors","","","Visual effect for checkout",""
"passed","Mon Jan 27 15:45:02 GMT 2025","Mon Jan 27 15:45:07 GMT 2025","5037","Chromium","e2e/footer.spec.ts","Footer > Open the footer links","","","Open ""Twitter"" page",""
"passed","Mon Jan 27 15:44:39 GMT 2025","Mon Jan 27 15:44:42 GMT 2025","2929","Chromium","accessibility/accessibility.spec.ts","Accessability tests > Gunning fog index","","","Inventory - product describe",""
"passed","Mon Jan 27 15:45:10 GMT 2025","Mon Jan 27 15:45:13 GMT 2025","2826","Chromium","e2e/inventory.spec.ts","Inventory > Products sorting","","","Sort by Name (A to Z)",""
"passed","Mon Jan 27 15:44:32 GMT 2025","Mon Jan 27 15:44:34 GMT 2025","1955","setup","e2e/setup/login.setup.ts","","","","Log in to standard user account","This test attempts to log into the website using a login and a password. Authentication is saved to the storage state."
"passed","Mon Jan 27 15:45:25 GMT 2025","Mon Jan 27 15:45:26 GMT 2025","474","Chromium","e2e/login.spec.ts","Login > Login to specific user","","","Standard user","This test attempts to log into the website using a login and a password. Fails if any error happens.

Note that this test does not test 2-Factor Authentication."
"passed","Mon Jan 27 15:45:33 GMT 2025","Mon Jan 27 15:45:37 GMT 2025","4097","Chromium","ui/ui.spec.ts","Pages with errors","","","Visual effect for cart",""
"passed","Mon Jan 27 15:45:27 GMT 2025","Mon Jan 27 15:45:27 GMT 2025","470","Chromium","e2e/login.spec.ts","Login > Login to specific user","","","Visual user","This test attempts to log into the website using a login and a password. Fails if any error happens.

Note that this test does not test 2-Factor Authentication."
"passed","Mon Jan 27 15:45:13 GMT 2025","Mon Jan 27 15:45:16 GMT 2025","2847","Chromium","e2e/inventory.spec.ts","Inventory > Products sorting","","","Sort by Price (low to high)",""
"passed","Mon Jan 27 15:44:56 GMT 2025","Mon Jan 27 15:44:59 GMT 2025","3495","Chromium","e2e/checkout.spec.ts","Checkout > Checkout process","","","Checkout process with Success",""
"passed","Mon Jan 27 15:45:27 GMT 2025","Mon Jan 27 15:45:28 GMT 2025","389","Chromium","e2e/login.spec.ts","Login > Login with error status","","","Missing credentials","This test attempts to log into the website using a login and a password. Fails if any error happens.

Note that this test does not test 2-Factor Authentication."
"passed","Mon Jan 27 15:44:42 GMT 2025","Mon Jan 27 15:44:45 GMT 2025","2852","Chromium","e2e/cart.spec.ts","Cart","","","Validation Cart page",""
"passed","Mon Jan 27 15:45:07 GMT 2025","Mon Jan 27 15:45:10 GMT 2025","2792","Chromium","e2e/inventory.spec.ts","Inventory","","","Validation Inventory page",""
"passed","Mon Jan 27 15:45:31 GMT 2025","Mon Jan 27 15:45:32 GMT 2025","706","Chromium","performance/load.spec.ts","Load tests","","","Simple login to page - Run 2",""
"passed","Mon Jan 27 15:45:19 GMT 2025","Mon Jan 27 15:45:22 GMT 2025","3073","Chromium","e2e/inventory.spec.ts","Inventory > Add products - different methods","","","Adding by button ""Add to cart"" - count",""
"passed","Mon Jan 27 15:45:29 GMT 2025","Mon Jan 27 15:45:30 GMT 2025","526","Chromium","e2e/login.spec.ts","Login > Login with error status","","","Incorrect password","This test attempts to log into the website using a login and a password. Fails if any error happens.

Note that this test does not test 2-Factor Authentication."
"passed","Mon Jan 27 15:45:11 GMT 2025","Mon Jan 27 15:45:14 GMT 2025","2924","Chromium","e2e/inventory.spec.ts","Inventory > Products sorting","","","Sort by Name (Z to A)",""
"passed","Mon Jan 27 15:44:47 GMT 2025","Mon Jan 27 15:44:50 GMT 2025","2982","Chromium","e2e/checkout.spec.ts","Checkout","","","Validation Checkout page",""
"passed","Mon Jan 27 15:45:07 GMT 2025","Mon Jan 27 15:45:11 GMT 2025","4115","Chromium","e2e/footer.spec.ts","Footer > Open the footer links","","","Open ""LinkedIn"" page",""
"passed","Mon Jan 27 15:44:58 GMT 2025","Mon Jan 27 15:45:02 GMT 2025","3231","Chromium","e2e/checkout.spec.ts","Checkout > Checkout process","","","Checkout process with payment verification",""
"passed","Mon Jan 27 15:44:52 GMT 2025","Mon Jan 27 15:44:55 GMT 2025","2892","Chromium","e2e/checkout.spec.ts","Checkout > Empty fields - error validation","","","Empty Postal Code field",""
"passed","Mon Jan 27 15:44:53 GMT 2025","Mon Jan 27 15:44:56 GMT 2025","3062","Chromium","e2e/checkout.spec.ts","Checkout > Checkout process","","","Continue process from Checkout",""
"passed","Mon Jan 27 15:45:26 GMT 2025","Mon Jan 27 15:45:26 GMT 2025","652","Chromium","e2e/login.spec.ts","Login > Login to specific user","","","Problem user","This test attempts to log into the website using a login and a password. Fails if any error happens.

Note that this test does not test 2-Factor Authentication."
