"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Tue Nov 05 14:38:03 GMT 2024","Tue Nov 05 14:38:03 GMT 2024","0","Chromium","performance/load.spec.ts","Load tests","","","Simple login to page - Run 14",""
"skipped","Tue Nov 05 14:38:03 GMT 2024","Tue Nov 05 14:38:03 GMT 2024","0","Chromium","performance/load.spec.ts","Load tests","","","Simple login to page - Run 24",""
"passed","Tue Nov 05 14:36:20 GMT 2024","Tue Nov 05 14:36:23 GMT 2024","2906","Chromium","e2e/cart.spec.ts","Cart > Function with product","","","Add product to basket",""
"skipped","Tue Nov 05 14:38:03 GMT 2024","Tue Nov 05 14:38:03 GMT 2024","1","Chromium","performance/load.spec.ts","Load tests","","","Simple login to page - Run 4",""
"passed","Tue Nov 05 14:37:21 GMT 2024","Tue Nov 05 14:37:24 GMT 2024","2928","Chromium","e2e/inventory.spec.ts","Inventory > Products sorting","","","Sort by Name (Z to A)",""
"skipped","Tue Nov 05 14:38:03 GMT 2024","Tue Nov 05 14:38:03 GMT 2024","0","Chromium","performance/load.spec.ts","Load tests","","","Simple login to page - Run 2",""
"skipped","Tue Nov 05 14:38:03 GMT 2024","Tue Nov 05 14:38:03 GMT 2024","0","Chromium","performance/load.spec.ts","Load tests","","","Simple login to page - Run 22",""
"skipped","Tue Nov 05 14:38:03 GMT 2024","Tue Nov 05 14:38:03 GMT 2024","0","Chromium","performance/load.spec.ts","Load tests","","","Simple login to page - Run 7",""
"passed","Tue Nov 05 14:38:00 GMT 2024","Tue Nov 05 14:38:01 GMT 2024","355","Chromium","e2e/login.spec.ts","Login > Login with error status","","","Missing credentials","This test attempts to log into the website using a login and a password. Fails if any error happens.

Note that this test does not test 2-Factor Authentication."
"skipped","Tue Nov 05 14:38:03 GMT 2024","Tue Nov 05 14:38:03 GMT 2024","0","Chromium","performance/load.spec.ts","Load tests","","","Simple login to page - Run 20",""
"passed","Tue Nov 05 14:37:11 GMT 2024","Tue Nov 05 14:37:15 GMT 2024","4328","Chromium","e2e/footer.spec.ts","Footer > Open the footer links","","","Open ""LinkedIn"" page",""
"passed","Tue Nov 05 14:37:18 GMT 2024","Tue Nov 05 14:37:21 GMT 2024","2909","Chromium","e2e/inventory.spec.ts","Inventory > Products sorting","","","Sort by Name (A to Z)",""
"passed","Tue Nov 05 14:37:27 GMT 2024","Tue Nov 05 14:37:30 GMT 2024","2922","Chromium","e2e/inventory.spec.ts","Inventory > Products sorting","","","Sort by Price (high to low)",""
"passed","Tue Nov 05 14:37:45 GMT 2024","Tue Nov 05 14:37:48 GMT 2024","2859","Chromium","e2e/inventory.spec.ts","Inventory with errors","","","Wrong image link for product",""
"skipped","Tue Nov 05 14:38:03 GMT 2024","Tue Nov 05 14:38:03 GMT 2024","0","Chromium","performance/load.spec.ts","Load tests","","","Simple login to page - Run 12",""
"passed","Tue Nov 05 14:38:02 GMT 2024","Tue Nov 05 14:38:03 GMT 2024","430","Chromium","e2e/login.spec.ts","Login > Login with error status","","","Incorrect password","This test attempts to log into the website using a login and a password. Fails if any error happens.

Note that this test does not test 2-Factor Authentication."
"skipped","Tue Nov 05 14:38:03 GMT 2024","Tue Nov 05 14:38:03 GMT 2024","1","Chromium","performance/load.spec.ts","Load tests","","","Simple login to page - Run 13",""
"skipped","Tue Nov 05 14:38:03 GMT 2024","Tue Nov 05 14:38:03 GMT 2024","0","Chromium","performance/load.spec.ts","Load tests","","","Simple login to page - Run 5",""
"passed","Tue Nov 05 14:37:52 GMT 2024","Tue Nov 05 14:37:53 GMT 2024","450","Chromium","e2e/login.spec.ts","Login > Login to specific user","","","Standard user","This test attempts to log into the website using a login and a password. Fails if any error happens.

Note that this test does not test 2-Factor Authentication."
