"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Aug 18 12:45:50 GMT 2025","Mon Aug 18 12:45:50 GMT 2025","498","Chromium","e2e/login.spec.ts","Login > Login to specific user","","","Visual user","This test attempts to log into the website using a login and a password. Fails if any error happens.

Note that this test does not test 2-Factor Authentication."
"passed","Mon Aug 18 12:45:34 GMT 2025","Mon Aug 18 12:45:37 GMT 2025","2798","Chromium","e2e/inventory.spec.ts","Inventory > Products sorting","","","Sort by Name (Z to A)",""
"passed","Mon Aug 18 12:45:48 GMT 2025","Mon Aug 18 12:45:49 GMT 2025","619","Chromium","e2e/login.spec.ts","Login > Login to specific user","","","Problem user","This test attempts to log into the website using a login and a password. Fails if any error happens.

Note that this test does not test 2-Factor Authentication."
"passed","Mon Aug 18 12:45:56 GMT 2025","Mon Aug 18 12:45:59 GMT 2025","2938","Chromium","ui/ui.spec.ts","Pages with errors","","","Visual effect for checkout",""
"passed","Mon Aug 18 12:45:39 GMT 2025","Mon Aug 18 12:45:42 GMT 2025","2975","Chromium","e2e/inventory.spec.ts","Inventory > Add products - different methods","","","Adding by Title - all",""
"passed","Mon Aug 18 12:45:48 GMT 2025","Mon Aug 18 12:45:49 GMT 2025","556","Chromium","e2e/login.spec.ts","Login > Login to specific user","","","Locked user","This test attempts to log into the website using a login and a password. Fails if any error happens.

Note that this test does not test 2-Factor Authentication."
"passed","Mon Aug 18 12:45:13 GMT 2025","Mon Aug 18 12:45:16 GMT 2025","2830","Chromium","e2e/checkout.spec.ts","Checkout > Empty fields - error validation","","","Empty Fist Name field",""
"passed","Mon Aug 18 12:45:06 GMT 2025","Mon Aug 18 12:45:06 GMT 2025","742","Chromium","accessibility/aria.spec.ts","ARIA Snapshots","","","ARIA for Checkout page",""
"passed","Mon Aug 18 12:45:55 GMT 2025","Mon Aug 18 12:45:58 GMT 2025","3021","Chromium","ui/ui.spec.ts","Pages with errors","","","Visual effect for cart",""
"passed","Mon Aug 18 12:45:55 GMT 2025","Mon Aug 18 12:45:56 GMT 2025","715","Chromium","performance/load.spec.ts","Load tests","","","Simple login to page - Run 5",""
"passed","Mon Aug 18 12:45:40 GMT 2025","Mon Aug 18 12:45:42 GMT 2025","2791","Chromium","e2e/inventory.spec.ts","Inventory > Add products - different methods","","","Adding by Title - one",""
"passed","Mon Aug 18 12:45:16 GMT 2025","Mon Aug 18 12:45:19 GMT 2025","2944","Chromium","e2e/checkout.spec.ts","Checkout > Checkout process","","","Continue process from Checkout",""
"passed","Mon Aug 18 12:45:16 GMT 2025","Mon Aug 18 12:45:18 GMT 2025","2881","Chromium","e2e/checkout.spec.ts","Checkout > Empty fields - error validation","","","Empty Postal Code field",""
