"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Nov 15 15:07:43 GMT 2024","Fri Nov 15 15:07:43 GMT 2024","640","Chromium","e2e/login.spec.ts","Login > Login to specific user","","","Visual user","This test attempts to log into the website using a login and a password. Fails if any error happens.

Note that this test does not test 2-Factor Authentication."
"passed","Fri Nov 15 15:07:46 GMT 2024","Fri Nov 15 15:07:47 GMT 2024","1014","Chromium","ui/visual-screenshots.spec.ts","Visual screenshot for pages","","","Inventory",""
"passed","Fri Nov 15 15:07:34 GMT 2024","Fri Nov 15 15:07:37 GMT 2024","3140","Chromium","e2e/inventory.spec.ts","Inventory with errors","","","Wrong image link for product",""
"passed","Fri Nov 15 15:07:28 GMT 2024","Fri Nov 15 15:07:31 GMT 2024","3331","Chromium","e2e/inventory.spec.ts","Inventory > Add products - different methods","","","Adding by Title - one",""
"passed","Fri Nov 15 15:07:38 GMT 2024","Fri Nov 15 15:07:39 GMT 2024","615","Chromium","e2e/login.spec.ts","Login > Login to specific user","","","Locked user","This test attempts to log into the website using a login and a password. Fails if any error happens.

Note that this test does not test 2-Factor Authentication."
"passed","Fri Nov 15 15:07:39 GMT 2024","Fri Nov 15 15:07:46 GMT 2024","6136","Chromium","e2e/login.spec.ts","Login > Login to specific user","","","Performance user","This test attempts to log into the website using a login and a password. Fails if any error happens.

Note that this test does not test 2-Factor Authentication."
"passed","Fri Nov 15 15:06:36 GMT 2024","Fri Nov 15 15:06:39 GMT 2024","2401","Chromium","accessibility/accessibility.spec.ts","Accessability tests > Gunning fog index","","","Inventory - product describe",""
"passed","Fri Nov 15 15:06:36 GMT 2024","Fri Nov 15 15:06:40 GMT 2024","3849","Chromium","accessibility/accessibility.spec.ts","Accessability tests > Accessability tests - fixture","","","Violations results for page",""
"passed","Fri Nov 15 15:07:24 GMT 2024","Fri Nov 15 15:07:28 GMT 2024","3221","Chromium","e2e/inventory.spec.ts","Inventory > Products sorting","","","Sort by Price (high to low)",""
"passed","Fri Nov 15 15:06:52 GMT 2024","Fri Nov 15 15:06:55 GMT 2024","2826","Chromium","e2e/checkout.spec.ts","Checkout > Checkout process","","","Continue process from Checkout",""
