"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Tue Jan 14 14:48:17 GMT 2025","Tue Jan 14 14:48:17 GMT 2025","0","Chromium","performance/load.spec.ts","Load tests","","","Simple login to page - Run 6",""
"skipped","Tue Jan 14 14:48:17 GMT 2025","Tue Jan 14 14:48:17 GMT 2025","1","Chromium","performance/load.spec.ts","Load tests","","","Simple login to page - Run 8",""
"failed","Tue Jan 14 14:47:39 GMT 2025","Tue Jan 14 14:47:47 GMT 2025","8410","Chromium","e2e/footer.spec.ts","Footer","","","Check footer visibility",""
"skipped","Tue Jan 14 14:48:16 GMT 2025","Tue Jan 14 14:48:16 GMT 2025","0","Chromium","performance/load.spec.ts","Load tests","","","Simple login to page - Run 1",""
"skipped","Tue Jan 14 14:48:17 GMT 2025","Tue Jan 14 14:48:17 GMT 2025","1","Chromium","performance/load.spec.ts","Load tests","","","Simple login to page - Run 17",""
"skipped","Tue Jan 14 14:48:17 GMT 2025","Tue Jan 14 14:48:17 GMT 2025","1","Chromium","performance/load.spec.ts","Load tests","","","Simple login to page - Run 20",""
"skipped","Tue Jan 14 14:48:17 GMT 2025","Tue Jan 14 14:48:17 GMT 2025","1","Chromium","performance/load.spec.ts","Load tests","","","Simple login to page - Run 22",""
"passed","Tue Jan 14 14:47:17 GMT 2025","Tue Jan 14 14:47:20 GMT 2025","3517","Chromium","e2e/checkout.spec.ts","Checkout > Checkout process","","","Checkout process with Success",""
"passed","Tue Jan 14 14:48:15 GMT 2025","Tue Jan 14 14:48:16 GMT 2025","418","Chromium","e2e/login.spec.ts","Login > Login with error status","","","Incorrect credentials","This test attempts to log into the website using a login and a password. Fails if any error happens.

Note that this test does not test 2-Factor Authentication."
"passed","Tue Jan 14 14:48:14 GMT 2025","Tue Jan 14 14:48:15 GMT 2025","395","Chromium","e2e/login.spec.ts","Login > Login with error status","","","Missing username","This test attempts to log into the website using a login and a password. Fails if any error happens.

Note that this test does not test 2-Factor Authentication."
"failed","Tue Jan 14 14:47:41 GMT 2025","Tue Jan 14 14:47:50 GMT 2025","8907","Chromium","e2e/footer.spec.ts","Footer > Open the footer links","","","Open ""Twitter"" page",""
"passed","Tue Jan 14 14:47:03 GMT 2025","Tue Jan 14 14:47:06 GMT 2025","2857","Chromium","e2e/cart.spec.ts","Cart","","","Validation Cart page",""
"skipped","Tue Jan 14 14:48:17 GMT 2025","Tue Jan 14 14:48:17 GMT 2025","0","Chromium","performance/load.spec.ts","Load tests","","","Simple login to page - Run 16",""
"passed","Tue Jan 14 14:47:59 GMT 2025","Tue Jan 14 14:48:02 GMT 2025","2982","Chromium","e2e/inventory.spec.ts","Inventory > Products sorting","","","Sort by Price (low to high)",""
"passed","Tue Jan 14 14:48:08 GMT 2025","Tue Jan 14 14:48:12 GMT 2025","3180","Chromium","e2e/inventory.spec.ts","Inventory with errors","","","Adding by button ""Add to cart"" - all",""
"skipped","Tue Jan 14 14:48:17 GMT 2025","Tue Jan 14 14:48:17 GMT 2025","0","Chromium","performance/load.spec.ts","Load tests","","","Simple login to page - Run 21",""
"passed","Tue Jan 14 14:46:55 GMT 2025","Tue Jan 14 14:46:55 GMT 2025","633","setup","e2e/setup/login.setup.ts","","","","Log in to standard user account",""
"passed","Tue Jan 14 14:47:00 GMT 2025","Tue Jan 14 14:47:03 GMT 2025","3714","Chromium","accessibility/accessibility.spec.ts","Accessability tests > Accessability tests - fixture","","","Violations results for page",""
"passed","Tue Jan 14 14:47:08 GMT 2025","Tue Jan 14 14:47:11 GMT 2025","2974","Chromium","e2e/checkout.spec.ts","Checkout","","","Validation Checkout page",""
"passed","Tue Jan 14 14:47:10 GMT 2025","Tue Jan 14 14:47:13 GMT 2025","2907","Chromium","e2e/checkout.spec.ts","Checkout > Empty fields - error validation","","","Empty Fist Name field",""
"passed","Tue Jan 14 14:47:51 GMT 2025","Tue Jan 14 14:47:56 GMT 2025","4916","Chromium","e2e/footer.spec.ts","Footer > Open the footer links","","","Open ""LinkedIn"" page",""
"passed","Tue Jan 14 14:48:02 GMT 2025","Tue Jan 14 14:48:05 GMT 2025","3163","Chromium","e2e/inventory.spec.ts","Inventory > Add products - different methods","","","Adding by Title - all",""
"passed","Tue Jan 14 14:48:20 GMT 2025","Tue Jan 14 14:48:24 GMT 2025","4108","Chromium","ui/ui.spec.ts","Pages with errors","","","Visual effect for inventory",""
"skipped","Tue Jan 14 14:48:17 GMT 2025","Tue Jan 14 14:48:17 GMT 2025","0","Chromium","performance/load.spec.ts","Load tests","","","Simple login to page - Run 11",""
"passed","Tue Jan 14 14:48:18 GMT 2025","Tue Jan 14 14:48:22 GMT 2025","3924","Chromium","ui/ui.spec.ts","Pages with errors","","","Visual effect for checkout",""
"skipped","Tue Jan 14 14:48:17 GMT 2025","Tue Jan 14 14:48:17 GMT 2025","0","Chromium","performance/load.spec.ts","Load tests","","","Simple login to page - Run 15",""
"skipped","Tue Jan 14 14:48:17 GMT 2025","Tue Jan 14 14:48:17 GMT 2025","0","Chromium","performance/load.spec.ts","Load tests","","","Simple login to page - Run 14",""
"passed","Tue Jan 14 14:48:13 GMT 2025","Tue Jan 14 14:48:18 GMT 2025","5929","Chromium","e2e/login.spec.ts","Login > Login to specific user","","","Performance user","This test attempts to log into the website using a login and a password. Fails if any error happens.

Note that this test does not test 2-Factor Authentication."
"passed","Tue Jan 14 14:47:56 GMT 2025","Tue Jan 14 14:47:59 GMT 2025","3018","Chromium","e2e/inventory.spec.ts","Inventory > Products sorting","","","Sort by Name (Z to A)",""
"skipped","Tue Jan 14 14:48:16 GMT 2025","Tue Jan 14 14:48:16 GMT 2025","0","Chromium","performance/load.spec.ts","Load tests","","","Simple login to page - Run 3",""
"passed","Tue Jan 14 14:47:13 GMT 2025","Tue Jan 14 14:47:16 GMT 2025","2903","Chromium","e2e/checkout.spec.ts","Checkout > Empty fields - error validation","","","Empty Postal Code field",""
"passed","Tue Jan 14 14:48:12 GMT 2025","Tue Jan 14 14:48:12 GMT 2025","547","Chromium","e2e/login.spec.ts","Login > Login to specific user","","","Standard user","This test attempts to log into the website using a login and a password. Fails if any error happens.

Note that this test does not test 2-Factor Authentication."
"skipped","Tue Jan 14 14:48:16 GMT 2025","Tue Jan 14 14:48:16 GMT 2025","0","Chromium","performance/load.spec.ts","Load tests","","","Simple login to page - Run 2",""
"skipped","Tue Jan 14 14:48:17 GMT 2025","Tue Jan 14 14:48:17 GMT 2025","0","Chromium","performance/load.spec.ts","Load tests","","","Simple login to page - Run 18",""
"passed","Tue Jan 14 14:48:16 GMT 2025","Tue Jan 14 14:48:16 GMT 2025","408","Chromium","e2e/login.spec.ts","Login > Login with error status","","","Incorrect username","This test attempts to log into the website using a login and a password. Fails if any error happens.

Note that this test does not test 2-Factor Authentication."
"passed","Tue Jan 14 14:46:56 GMT 2025","Tue Jan 14 14:47:00 GMT 2025","4054","Chromium","accessibility/accessibility.spec.ts","Accessability tests > Accessability tests - without fixture","","","Full scan results for page",""
"skipped","Tue Jan 14 14:48:17 GMT 2025","Tue Jan 14 14:48:17 GMT 2025","0","Chromium","performance/load.spec.ts","Load tests","","","Simple login to page - Run 10",""
"skipped","Tue Jan 14 14:48:17 GMT 2025","Tue Jan 14 14:48:17 GMT 2025","0","Chromium","performance/load.spec.ts","Load tests","","","Simple login to page - Run 23",""
"passed","Tue Jan 14 14:48:13 GMT 2025","Tue Jan 14 14:48:13 GMT 2025","522","Chromium","e2e/login.spec.ts","Login > Login to specific user","","","Error user","This test attempts to log into the website using a login and a password. Fails if any error happens.

Note that this test does not test 2-Factor Authentication."
"passed","Tue Jan 14 14:47:06 GMT 2025","Tue Jan 14 14:47:09 GMT 2025","2896","Chromium","e2e/cart.spec.ts","Cart > Function with product","","","Remove product from basket",""
"skipped","Tue Jan 14 14:48:17 GMT 2025","Tue Jan 14 14:48:17 GMT 2025","0","Chromium","performance/load.spec.ts","Load tests","","","Simple login to page - Run 13",""
"passed","Tue Jan 14 14:48:13 GMT 2025","Tue Jan 14 14:48:14 GMT 2025","483","Chromium","e2e/login.spec.ts","Login > Login to specific user","","","Visual user","This test attempts to log into the website using a login and a password. Fails if any error happens.

Note that this test does not test 2-Factor Authentication."
"passed","Tue Jan 14 14:48:03 GMT 2025","Tue Jan 14 14:48:06 GMT 2025","3101","Chromium","e2e/inventory.spec.ts","Inventory > Add products - different methods","","","Adding by Title - one",""
"skipped","Tue Jan 14 14:48:17 GMT 2025","Tue Jan 14 14:48:17 GMT 2025","0","Chromium","performance/load.spec.ts","Load tests","","","Simple login to page - Run 24",""
"passed","Tue Jan 14 14:48:12 GMT 2025","Tue Jan 14 14:48:13 GMT 2025","681","Chromium","e2e/login.spec.ts","Login > Login to specific user","","","Problem user","This test attempts to log into the website using a login and a password. Fails if any error happens.

Note that this test does not test 2-Factor Authentication."
"passed","Tue Jan 14 14:47:14 GMT 2025","Tue Jan 14 14:47:17 GMT 2025","3071","Chromium","e2e/checkout.spec.ts","Checkout > Checkout process","","","Continue process from Checkout",""
