"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jan 28 14:35:29 GMT 2025","Tue Jan 28 14:35:32 GMT 2025","2782","Chromium","e2e/footer.spec.ts","Footer","","","Check footer visibility",""
"passed","Tue Jan 28 14:35:19 GMT 2025","Tue Jan 28 14:35:22 GMT 2025","2882","Chromium","e2e/checkout.spec.ts","Checkout > Empty fields - error validation","","","Empty Fist Name field",""
"passed","Tue Jan 28 14:35:49 GMT 2025","Tue Jan 28 14:35:52 GMT 2025","2991","Chromium","e2e/inventory.spec.ts","Inventory","","","Single product view",""
"passed","Tue Jan 28 14:36:03 GMT 2025","Tue Jan 28 14:36:06 GMT 2025","3246","Chromium","ui/ui.spec.ts","Pages with errors","","","Visual effect for cart",""
"passed","Tue Jan 28 14:35:59 GMT 2025","Tue Jan 28 14:36:00 GMT 2025","440","Chromium","e2e/login.spec.ts","Login > Login with error status","","","Incorrect password","This test attempts to log into the website using a login and a password. Fails if any error happens.

Note that this test does not test 2-Factor Authentication."
"passed","Tue Jan 28 14:35:09 GMT 2025","Tue Jan 28 14:35:13 GMT 2025","3808","Chromium","accessibility/accessibility.spec.ts","Accessability tests > Accessability tests - fixture","","","Violations results for page",""
"passed","Tue Jan 28 14:35:09 GMT 2025","Tue Jan 28 14:35:12 GMT 2025","2928","Chromium","accessibility/accessibility.spec.ts","Accessability tests > Gunning fog index","","","Inventory - product describe",""
"passed","Tue Jan 28 14:35:57 GMT 2025","Tue Jan 28 14:35:58 GMT 2025","371","Chromium","e2e/login.spec.ts","Login > Login with error status","","","Missing credentials","This test attempts to log into the website using a login and a password. Fails if any error happens.

Note that this test does not test 2-Factor Authentication."
"passed","Tue Jan 28 14:35:37 GMT 2025","Tue Jan 28 14:35:40 GMT 2025","2776","Chromium","e2e/inventory.spec.ts","Inventory","","","Validation Inventory page",""
"passed","Tue Jan 28 14:36:06 GMT 2025","Tue Jan 28 14:36:10 GMT 2025","3290","Chromium","ui/ui.spec.ts","Pages with errors","","","Visual effect for single product view",""
